產品名稱,公司,產品類別,銷售通路,公司官網,產品頁面
澎湖箱網分切魚片快速料理組(青斑、鮸魚、赤鰭笛鯛),天和鮮物股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=10501
淳鮮-海鱸厚切魚片,瀚頂生物科技股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=9826
桂冠營養研究室椰香奇亞籽芋泥露,世達流通有限公司,點心,"['康健嚴選', 'SHOP．COM', '新光三越百貨超市', '誠品知味市集', '微風超市']",,https://eatender.firdi.org.tw/product/detail?id=13260
淳鮮-頂級蒲燒鰻魚,瀚頂生物科技股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=9797
澎湖箱網分切魚片快速料理組(龍虎斑、嘉鱲、銀紋笛鯛【紅槽】),天和鮮物股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=10502
活力生態鯛,允偉興業股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=10511
龍膽石斑魚排,安永生活事業股份有限公司,RTC食材,['ANYOFRESH線上購物'],,https://eatender.firdi.org.tw/product/detail?id=10490
台灣鯛魚切片,佳辰實業股份有限公司,RTC食材,,,https://eatender.firdi.org.tw/product/detail?id=10497
鱸好家去刺金目鱸魚切片清肉,好廚家企業社,RTC食材,['鱸好家官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13273
耐心花鱸-去刺七星鱸魚切片,允偉興業股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=10507
台灣鯛魚片,佳辰實業股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=10494
金紅鯛菲力,飛洋水產有限公司,RTC食材,"['台灣好農', '挺農易', '無毒農']",,https://eatender.firdi.org.tw/product/detail?id=13271
產銷履歷午仔魚去刺清肉,飛洋水產有限公司,RTC食材,['悠活農村'],,https://eatender.firdi.org.tw/product/detail?id=13272
日全食飲品-芝麻米豆奶,格林全食物股份有限公司,飲品,"['元榆牧場', '誠品知味市集', '新光三越百貨超市', '陽明春天']",https://www.facebook.com/Green.TFL/,https://eatender.firdi.org.tw/product/detail?id=11649
谷溜谷溜鮮銀耳露,食科院國際股份有限公司,飲品,['谷溜谷溜官網'],https://www.guliuguliu.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11663
紅藜黑美人茶,晁陽農產科技股份有限公司,飲品,['GM_FACELANDING'],,https://eatender.firdi.org.tw/product/detail?id=11674
仙草甘茶,員林食品有限公司,飲品,['PINKOI'],,https://eatender.firdi.org.tw/product/detail?id=11673
日全食飲品-黑豆豆奶,格林全食物股份有限公司,飲品,"['日光角落麵包店(民權店)、布里王子麵包店(北捷店、北車店)、一之軒麵包店(21家門市)、元榆牧場', '新光三越百貨超市(A11、A4、站前、南西、天母)']",https://www.facebook.com/Green.TFL/,https://eatender.firdi.org.tw/product/detail?id=11650
挺健康藜豆胜肽養生飲,晁陽農產科技股份有限公司,飲品,['GM_FACELANDING'],,https://eatender.firdi.org.tw/product/detail?id=11657
紅藜俏佳人茶,晁陽農產科技股份有限公司,飲品,['GM_FACELANDING'],,https://eatender.firdi.org.tw/product/detail?id=11675
自然補給紅藜黑木耳,貫金食品股份有限公司,飲品,,http://www.join-nature.com,https://eatender.firdi.org.tw/product/detail?id=11669
自然補給固本黑木耳,貫金食品股份有限公司,飲品,,join-nature.com,https://eatender.firdi.org.tw/product/detail?id=11672
有機黑三寶養生穀粉,統百食品股份有限公司,飲品,"['家樂福量販店', '統百食品-PCHOME商店街', '統百食品-樂天商城']",http://tongbae.com.tw,https://eatender.firdi.org.tw/product/detail?id=11654
自然補給香檬黑木耳,貫金食品股份有限公司,飲品,,join-nature.com,https://eatender.firdi.org.tw/product/detail?id=11671
自然補給蕎麥黑木耳,貫金食品股份有限公司,飲品,,join-nature.com,https://eatender.firdi.org.tw/product/detail?id=11670
臺灣有機100%純米菓條-紫米口味,統百食品股份有限公司,休閒食品,"['樂天商城', 'PChome商店街', 'FB粉專', '阿久師官網', '家樂福、寶雅、丁丁藥局']",https://www.master-jiu.com/,https://eatender.firdi.org.tw/product/detail?id=13777
就是夯!烘烤沙琪瑪-蛋黃口味,統百食品股份有限公司,休閒食品,"['樂天商城', 'PChome商店街', 'FB粉專', '阿久師官網']",https://www.master-jiu.com/,https://eatender.firdi.org.tw/product/detail?id=13774
津醬古早味肉燥麵,頤品食品有限公司,主食,['官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13151
豐原名物-味噌拉麵(素),味榮食品工業股份有限公司,主食,['味榮柑仔店'],,https://eatender.firdi.org.tw/product/detail?id=13150
賣麵子鮮作純魚麵(鱸魚),魚之達人水產股份有限公司,主食,"['誠品', '大遠百', '香港CITYSUPER', '樂雅樂', '長榮', '官網']",,https://eatender.firdi.org.tw/product/detail?id=13149
台灣小麥麵線,三風食品工業股份有限公司,主食,['三風製麵官方商城'],,https://eatender.firdi.org.tw/product/detail?id=13148
紅藜蔬鴨粥,得意中華食品有限公司,主食,['台灣滷味博物館'],,https://eatender.firdi.org.tw/product/detail?id=13146
一粒米碗粿(菲力豚燕麥),板田實業有限公司,主食,"['農匠市集', '蝦皮商城-萬佳鄉/板田食品']",,https://eatender.firdi.org.tw/product/detail?id=13147
泰山珍穀益雪蓮子燕麥粥,泰山企業股份有限公司,主食,"['家樂福線上購物', 'Yahoo購物中心', 'PChome24hr購物', 'momo購物網', '泰山購物網']",,https://eatender.firdi.org.tw/product/detail?id=13145
泰山珍穀益南瓜藜麥粥,泰山企業股份有限公司,主食,"['家樂福線上購物', 'Yahoo購物中心', 'PChome24hr購物', 'momo購物網', '泰山購物網']",,https://eatender.firdi.org.tw/product/detail?id=13144
酪酪長麵~~酪梨麵,台東黃家蔬果農產行,主食,"['蝦皮', 'FB:https://www.facebook.com/%E5%8F%B0%E6%9D%B1%E9%', '台東縣農會，台東東河農會，台東池上農會，台東伴手禮店,台東那魯彎大酒店']",,https://eatender.firdi.org.tw/product/detail?id=13671
膳纖熟飯有機紅藜原米飯,南僑集團華強實業股份有限公司,主食,"['蝦皮', 'PCHOME', '樂天市場', '亞柏EZ購']",,https://eatender.firdi.org.tw/product/detail?id=13143
南僑讚岐紅藜麵,華強實業股份有限公司,主食,"['蝦皮商城', '家樂福、大潤發']",https://www.sanuki.com.tw/products_detail_67.htm?pg=1,https://eatender.firdi.org.tw/product/detail?id=13680
鮮廚-南瓜雞蓉粥,欣欣生技食品股份有限公司,主食,"['i郵政(郵政商城)', '露天拍賣', 'YAHOO!奇摩', 'PCHOME商店街', '欣欣生技食品官方網站', '欣欣展售中心-實體店面販售/地址同公司資訊(雲林縣斗六市保長路60號)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)']",https://www.hsinfood.com.tw,https://eatender.firdi.org.tw/product/detail?id=13678
雪比TC世界金牌巧克力拿鐵,隆昌食品有限公司,乳品,['聖德科斯https://www.santacruz.com.tw/products/11'],https://www.ceabys.com.tw/products/Milk%20drink/1,https://eatender.firdi.org.tw/product/detail?id=13707
台灣芋頭牛乳,光泉牧場股份有限公司,乳品,"['全聯、美廉社', '愛買、大潤發、家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13718
頂級鮮奶優酪,光泉牧場股份有限公司,乳品,"['全聯、美廉社', '愛買、大潤發、家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13717
義美全脂鮮乳,義美食品股份有限公司,乳品,"['全聯、楓康超市、地方型超市', '大潤發、家樂福、愛買', '義美門市']",,https://eatender.firdi.org.tw/product/detail?id=13734
帝雞精(土雞),凱馨實業股份有限公司,其他,['聖德科斯'],http://shop.gugugoo.com/,https://eatender.firdi.org.tw/product/detail?id=11727
雪比半熟乳酪(藍莓),隆昌食品有限公司,乳品,['聖德科斯https://www.santacruz.com.tw/products/11'],https://www.ceabys.com.tw/products/cheese/1,https://eatender.firdi.org.tw/product/detail?id=13756
陽光康喜鳳梨酵素+膠原胜肽(顆粒),陽光康喜股份有限公司,其他,"['博客來', 'MOMO購物網']",www.suntivas.com,https://eatender.firdi.org.tw/product/detail?id=11740
諾亞牧場烏寶滴雞精,諾亞牧場股份有限公司,其他,"['真享購', 'udn', '東森購物', 'momo', 'friDay購物']",www.noahranch.com.tw,https://eatender.firdi.org.tw/product/detail?id=11728
諾亞牧場天養滴雞精,諾亞牧場股份有限公司,其他,"['friDay', '真享購', 'udn', '東森購物', 'momo']",www.noahranch.com.tw,https://eatender.firdi.org.tw/product/detail?id=11729
陽光康喜鳳梨酵素(顆粒),陽光康喜股份有限公司,其他,"['博客來', 'MOMO購物網']",www.suntivas.com,https://eatender.firdi.org.tw/product/detail?id=11739
諾亞牧場四時滴雞精,諾亞牧場股份有限公司,其他,"['friDay購物', '真享購', 'udn', '東森購物', 'momo']",www.noahranch.com.tw,https://eatender.firdi.org.tw/product/detail?id=11730
諾亞牧場神牧牛鮮滴牛精,諾亞牧場股份有限公司,其他,"['真享購', 'udn', 'friDay', '東森購物', 'momo']",www.noahranch.com.tw,https://eatender.firdi.org.tw/product/detail?id=11731
細化黃豆泥,格林全食物股份有限公司,其他,['業務包裝販售，請撥打(02)25119447，將由專人服務'],,https://eatender.firdi.org.tw/product/detail?id=13282
淬魚精,聯瑞食品科技股份有限公司,其他,"['pchome', '官網']",https://www.topseafood.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11732
鮮選我-塩麴,臺鹽實業股份有限公司,其他,,,https://eatender.firdi.org.tw/product/detail?id=9810
細化紫心甘薯,格林全食物股份有限公司,其他,['業務包裝販售，請撥打(02)25119447，將由專人服務'],,https://eatender.firdi.org.tw/product/detail?id=13283
鱻魚露,漢典有限公司,湯品,,,https://eatender.firdi.org.tw/product/detail?id=9406
褐藻鱸魚蕃茄蔬菜湯,中華海洋生技股份有限公司,湯品,['聖德科斯'],https://eshop.hiqbio.com/product?pid_for_show=3685&category_sn=906,https://eatender.firdi.org.tw/product/detail?id=13685
失戀回魂湯(香蕉排骨湯),得意中華食品有限公司,湯品,"['東森電視購物', '寶雅', '誠品書店', 'Jason']",,https://eatender.firdi.org.tw/product/detail?id=13188
菌沛無油鱸魚丸,峰漁股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=10493
廣達香麻油雙菇,廣達香食品股份有限公司,湯品,['全聯福利中心'],https://www.kthfoods.com/canned-food-2?product_id=175,https://eatender.firdi.org.tw/product/detail?id=13745
金色三麥南瓜濃湯,金色三麥餐飲股份有限公司,湯品,"['三麥廚房360º嚴選', '金色三麥全省餐廳實體門市餐點']",,https://eatender.firdi.org.tw/product/detail?id=13710
海藻豬獅子頭,天和鮮物股份有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=10500
青葉嚕肉飯料,青葉食品工業股份有限公司,主菜,"['全聯', '一般超市']",,https://eatender.firdi.org.tw/product/detail?id=10508
新創植享-義大利番茄肉醬(植物蛋白製品),欣光食品股份有限公司,主菜,['momo'],,https://eatender.firdi.org.tw/product/detail?id=13168
鯖魚一夜干,得意中華食品有限公司,主菜,,,https://eatender.firdi.org.tw/product/detail?id=10506
新創植享-打拋肉(植物蛋白製品),欣光食品股份有限公司,主菜,['momo'],,https://eatender.firdi.org.tw/product/detail?id=13167
新創植享麻婆豆腐醬,欣光食品股份有限公司,主菜,['momo'],,https://eatender.firdi.org.tw/product/detail?id=13166
馬偕x優加-軟心肉排餐(奶香鮭魚),聯夏食品工業股份有限公司,主菜,['聯夏官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13165
安永古早味滷虱目魚肚,安永生活事業股份有限公司,主菜,"['安永鮮物電子商務網站', '安永鮮物門市']",,https://eatender.firdi.org.tw/product/detail?id=13164
蒲燒虱目魚肚,鮮湧企業股份有限公司,主菜,['鮮湧官網'],,https://eatender.firdi.org.tw/product/detail?id=13163
鱸好家薑絲鹽焗舒肥鱸魚,好廚家企業社,主菜,['鱸好家官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13161
百菇雜炊,得意中華食品有限公司,配菜,"['台灣滷味博物館', '誠品書局', '麵家二眷', '新加坡百美超市', 'Jason']",,https://eatender.firdi.org.tw/product/detail?id=13184
新東陽味噌鯖魚,新東陽股份有限公司大園廠,主菜,"['東森購物網', 'pc-home電商平台', 'momo購物', '奇摩購物中心', '新東陽專賣店（門市與專櫃）/新東陽線上購物網']",,https://eatender.firdi.org.tw/product/detail?id=13162
新東陽麻婆豆腐,新東陽股份有限公司大園廠,配菜,"['蝦皮商城', 'pc-home電商平台', 'momo購物', '新東陽線上購物網', '新東陽專賣店（門市與專櫃）&全聯&7-11&萊爾富&美廉社&大潤發&愛買']",,https://eatender.firdi.org.tw/product/detail?id=13182
雙菇燴四喜,得意中華食品有限公司,配菜,"['誠品', '新加坡百美超市', 'Jason', '台灣滷味博物館', '麵家二眷']",,https://eatender.firdi.org.tw/product/detail?id=13183
紅藜魚肉燥,得意中華食品有限公司,配菜,"['東森電視', '民視']",,https://eatender.firdi.org.tw/product/detail?id=13180
綠野農莊懷舊雞肉燥,超秦企業股份有限公司,配菜,['綠野農莊體驗館'],,https://eatender.firdi.org.tw/product/detail?id=13179
帆船牌家傳系列蝦米肉燥,帆船食品廠,配菜,"['蝦皮', 'PChome', '度小月官網']",,https://eatender.firdi.org.tw/product/detail?id=13178
翡翠羹獅子頭,台灣農畜產工業股份有限公司農科分公司,配菜,['台畜官網'],,https://eatender.firdi.org.tw/product/detail?id=13181
帆船牌家傳系列香菇肉燥,帆船食品廠,配菜,"['蝦皮', 'PChome', '度小月官網']",,https://eatender.firdi.org.tw/product/detail?id=13177
喜琵鷥純旗魚鬆,駱駝鈴生機股份有限公司,配菜,['健康食彩有機店'],,https://eatender.firdi.org.tw/product/detail?id=13173
龍虎斑魚排,中華海洋生技股份有限公司,RTC食材,"['公司官網', '東森購物']",,https://eatender.firdi.org.tw/product/detail?id=13270
帆船牌家傳系列辣味肉燥,帆船食品廠,配菜,"['蝦皮', 'PChome', '度小月官網']",,https://eatender.firdi.org.tw/product/detail?id=13176
純鱸魚鬆,安永生活事業股份有限公司,配菜,"['安永鮮物電子商務網站', '安永鮮物門市']",,https://eatender.firdi.org.tw/product/detail?id=13174
喜琵鷥活力潔淨蛋,駱駝鈴生機股份有限公司,RTC食材,['健康食彩有機店'],,https://eatender.firdi.org.tw/product/detail?id=13269
帆船牌家傳系列原味肉燥,帆船食品廠,配菜,"['蝦皮', 'PChome', '度小月官網']",,https://eatender.firdi.org.tw/product/detail?id=13175
超秦肉品鹽麴去骨雞腿排,超秦企業股份有限公司,RTC食材,['綠野農莊體驗館'],,https://eatender.firdi.org.tw/product/detail?id=13703
喜琵鷥健康豬前腿肉絲,駱駝鈴生機股份有限公司,RTC食材,['健康食彩有機店'],https://www.jian-mart.com/shop_view.aspx?Mall=CMD0000&PID=PDD2494,https://eatender.firdi.org.tw/product/detail?id=13739
綠野農莊腿排肉切片,超秦企業股份有限公司,RTC食材,['全聯'],,https://eatender.firdi.org.tw/product/detail?id=13267
綠野農莊Juicy嫩胸,超秦企業股份有限公司,RTC食材,['綠野農莊體驗館(桃園市永安路1061號)'],,https://eatender.firdi.org.tw/product/detail?id=13268
喜琵鷥宜蘭鱘龍魚菲力,駱駝鈴生機股份有限公司,RTC食材,['健康食彩有機店'],https://www.jian-mart.com/shop_view.aspx?Mall=CMD0000&PID=PDD2455,https://eatender.firdi.org.tw/product/detail?id=13702
超秦肉品鹽麴香草去骨雞腿排,超秦企業股份有限公司,RTC食材,['綠野農莊體驗館'],,https://eatender.firdi.org.tw/product/detail?id=13731
喜琵鷥台灣帶皮鯛魚涮涮片,駱駝鈴生機股份有限公司,RTC食材,['健康食彩有機店'],https://www.jian-mart.com/shop_view.aspx?Mall=CMD0000&PID=PDD0691,https://eatender.firdi.org.tw/product/detail?id=13740
台灣黃金蕎麥米禮盒,台灣黃金蕎麥有限公司,主食,"['環球購物中心-心左營車站Online', '無', '無', '無', '無', '無', '無']",http://www.tgbw.com.tw/,https://eatender.firdi.org.tw/product/detail?id=13694
喜琵鷥清胸肉,駱駝鈴生機股份有限公司,RTC食材,['健康食彩有機店'],https://www.jian-mart.com/shop_view.aspx?Mall=CMD0000&PID=PDD2493,https://eatender.firdi.org.tw/product/detail?id=13754
猴頭菇海鮮粥,鮮湧企業股份有限公司,主食,,https://www.shianyong.com.tw/products/%E7%8C%B4%E9%A0%AD%E8%8F%87%E6%B5%B7%E9%AE%AE%E7%B2%A5300g,https://eatender.firdi.org.tw/product/detail?id=13683
歐特有機十穀麥片,正原有機國際有限公司,主食,"['蝦皮Shopee', '家樂福網路商城', 'PChome線上購物', '家樂福Carrefour']",https://www.otershop.com.tw/otershop/index.php?action=product_detail&prod_no=P0107200120362,https://eatender.firdi.org.tw/product/detail?id=13709
微藻植物肉粽(純素),新東陽股份有限公司,主食,['新東陽食品館&新東陽直營國道暨機場門市'],,https://eatender.firdi.org.tw/product/detail?id=13755
麻油薑泥杏鮑菇蘿蔔糕,板田實業有限公司,主食,['萬佳鄉早午餐全國咖啡連鎖'],,https://eatender.firdi.org.tw/product/detail?id=13757
味王鮭魚藜麥粥,味王股份有限公司,主食,['大潤發/家樂福/愛買'],,https://eatender.firdi.org.tw/product/detail?id=13791
味王雞蓉藜麥粥,味王股份有限公司,主食,['大潤發/家樂福/愛買'],,https://eatender.firdi.org.tw/product/detail?id=13790
鮑魚干貝雞蓉粥,得意中華食品有限公司,主食,['台灣滷味博物館、餐廳業務用'],,https://eatender.firdi.org.tw/product/detail?id=13782
鮮廚-鮮蔬芋頭粥,欣欣生技食品股份有限公司,主食,"['i郵政(郵政商城)', '露天拍賣', 'YAHOO!奇摩', 'PCHOME商店街', '欣欣生技食品官方網站', '欣欣展售中心-實體店面販售/地址同公司資訊(雲林縣斗六市保長路60號)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)', '目前尚無(有做洽談機會與準備)']",https://www.hsinfood.com.tw,https://eatender.firdi.org.tw/product/detail?id=13785
安永-素食蘿蔔糕,安永生活事業股份有限公司,主食,['安永鮮物、Citysuper'],https://www.anyongfresh.com/Product/11829?gclid=CjwKCAjwuYWSBhByEiwAKd_n_i0GO6sGqJs0l9C8w-VMMTVyObJr,https://eatender.firdi.org.tw/product/detail?id=13793
安永-南瓜糕,安永生活事業股份有限公司,主食,['安永鮮物、Citysuper'],https://www.anyongfresh.com/Product/11831?gclid=CjwKCAjwuYWSBhByEiwAKd_n_qqVpsxuWsf5d4wLG03M4rJexvWp,https://eatender.firdi.org.tw/product/detail?id=13794
安永-素食芋頭糕,安永生活事業股份有限公司,主食,['安永鮮物、Citysuper'],https://www.anyongfresh.com/Product/11421,https://eatender.firdi.org.tw/product/detail?id=13799
味王芋頭甜湯,味王股份有限公司,點心,"['蝦皮商城', 'PChome24h購物', '寶家POYAHOME', '愛買', '家樂福']",,https://eatender.firdi.org.tw/product/detail?id=13258
特濃黃金薯核桃露,漢典有限公司,點心,"['樂食刻', '中化銀髮好物嚴選']",,https://eatender.firdi.org.tw/product/detail?id=13259
博客Q肉丁原味德國香腸,統一企業股份有限公司,點心,['7-11、OK、萊爾富'],,https://eatender.firdi.org.tw/product/detail?id=13256
吃光光-香辣蛋白丁,聯夏食品工業股份有限公司,點心,['聯夏官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13255
瑞穗鮮乳土司,統一企業股份有限公司,點心,"['家樂福', 'OK', '7-11']",,https://eatender.firdi.org.tw/product/detail?id=13257
五福桂圓紫米糕,漢典有限公司,點心,"['樂食刻', '中化銀髮好物嚴選']",,https://eatender.firdi.org.tw/product/detail?id=13254
照料理苷醇藻鱸燉飲,奇力愛股份有限公司,點心,['苷醇燉飲線上賣場'],,https://eatender.firdi.org.tw/product/detail?id=13251
照料理苷醇牛犇燉飲(泥狀),奇力愛股份有限公司,點心,['苷醇燉飲線上賣場'],,https://eatender.firdi.org.tw/product/detail?id=13253
照料理苷醇藻鱸燉飲(泥狀),奇力愛股份有限公司,點心,['苷醇燉飲線上賣場'],,https://eatender.firdi.org.tw/product/detail?id=13252
照料理苷醇雙雞燉飲,奇力愛股份有限公司,點心,['苷醇燉飲線上賣場'],,https://eatender.firdi.org.tw/product/detail?id=13249
照料理苷醇雙雞燉飲(泥狀),奇力愛股份有限公司,點心,['苷醇燉飲線上賣場'],,https://eatender.firdi.org.tw/product/detail?id=13250
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13285
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13286
黑五士養生飲,鮮湧企業股份有限公司,點心,['鮮湧官網'],,https://eatender.firdi.org.tw/product/detail?id=13248
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13284
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13288
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13291
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13287
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13292
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13290
享食尚滴雞精,英屬開曼群島商聯利科技股份有限公司台灣分公司,其他,['Momo購物網'],,https://eatender.firdi.org.tw/product/detail?id=13289
新東陽滴雞金,新東陽股份有限公司大園廠,其他,['新東陽專賣店（門市與專櫃)'],,https://eatender.firdi.org.tw/product/detail?id=13293
綠色未來精力湯—明日葉配方(粉末),統健實業股份有限公司,飲品,,http://www.pnic.com.tw/,https://eatender.firdi.org.tw/product/detail?id=11655
阿里山素燕窩,萬生生機股份有限公司,飲品,"['健康食彩', '楓康超市', '全聯福利中心']",https://wanshengreen.com/,https://eatender.firdi.org.tw/product/detail?id=11668
新東陽滴雞金,新東陽股份有限公司大園廠,其他,['新東陽專賣店（門市與專櫃)'],,https://eatender.firdi.org.tw/product/detail?id=13294
新東陽滴雞金,新東陽股份有限公司大園廠,其他,['新東陽專賣店（門市與專櫃)'],,https://eatender.firdi.org.tw/product/detail?id=13295
阿里山有機無糖銀耳燉,萬生生機股份有限公司,飲品,"[""City'Super"", '楓康超市', '正光藥局']",https://wanshengreen.com/,https://eatender.firdi.org.tw/product/detail?id=11667
植品良食牛蒡根燉耳,綠品鑫田有限公司,飲品,,http://www.naturalland.com.tw/product.html,https://eatender.firdi.org.tw/product/detail?id=11664
Cepis32綜合珍穀粉(無加糖),駱駝鈴生機股份有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=11656
顏帝亞銀耳露,駱駝鈴生機股份有限公司,飲品,['健康食彩天然有機健康專賣'],,https://eatender.firdi.org.tw/product/detail?id=11666
歐典生機銀耳花釀,歐典生物科技股份有限公司,飲品,['全家、7-11、OK'],http://www.ou-dean.com.tw/odean/,https://eatender.firdi.org.tw/product/detail?id=11665
瑞穗極制低溫殺菌鮮乳,統一企業股份有限公司,飲品,"['家樂福、愛買、大潤發', '博客來', '全聯', '7-11', '聖德科斯', '康是美']",,https://eatender.firdi.org.tw/product/detail?id=9809
LP33機能優酪乳,統一企業公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=11268
Cepis有機營養黑寶黑米芝麻飲,駱駝鈴生機股份有限公司,飲品,['健康食彩天然有機健康專賣'],,https://eatender.firdi.org.tw/product/detail?id=10509
紫米燕麥糙米漿,光泉牧場股份有限公司,植物奶,,,https://eatender.firdi.org.tw/product/detail?id=9477
淳鮮-海牡丹纖活飲,瀚頂生物科技股份有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=9799
鱸好家泰式檸檬舒肥鱸魚,好廚家企業社,主菜,['鱸好家官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13159
元進莊香燻鴨胸,元進莊企業股份有限公司,主菜,"['全聯', 'Costco好市多', '台中新光三越-中港店B2元進莊', '元進莊官網']",,https://eatender.firdi.org.tw/product/detail?id=13157
鱸好家越式酸辣舒肥鱸魚,好廚家企業社,主菜,['鱸好家官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13160
鱸好家破布子舒肥鱸魚,好廚家企業社,主菜,['鱸好家官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13158
元進莊紹興醉雞腿,元進莊企業股份有限公司,主菜,"['台中新光三越-中港店B2元進莊', 'Costco好市多', '果腹市集(香港)']",,https://eatender.firdi.org.tw/product/detail?id=13155
味王蔥燒芋頭雞肉,味王股份有限公司,主菜,"['蝦皮商城', 'PChome24h購物', '全聯福利中心']",,https://eatender.firdi.org.tw/product/detail?id=13156
馬偕x優加-軟心肉排餐(糖醋豬),聯夏食品工業股份有限公司,主菜,['聯夏官方網站'],,https://eatender.firdi.org.tw/product/detail?id=13153
熟化古早味滷排,鮮湧企業股份有限公司,主菜,['鮮湧官網'],,https://eatender.firdi.org.tw/product/detail?id=13152
檸檬湖鹽舒肥雞胸肉,碁富食品股份有限公司,主菜,"['蝦皮商城', 'MOMO購物網', '愛合購']",https://www.kklife.com.tw/product_detail.php?id=485,https://eatender.firdi.org.tw/product/detail?id=13673
元進莊蔥香油雞腿(去骨),元進莊企業股份有限公司,主菜,"['果腹市集(香港)', 'Costco好市多', '台中新光三越-中港店B2元進莊']",,https://eatender.firdi.org.tw/product/detail?id=13154
馬偕x優加_軟心肉排餐系列產品(蔥油雞),聯夏食品工業股份有限公司,主菜,['樂齡網'],https://shop.utcfoods.com.tw/SalePage/Index/7457280,https://eatender.firdi.org.tw/product/detail?id=13679
歐典生機養生黑木耳,歐典生物科技股份有限公司,飲品,"['OK便利商店', '全家', '萊爾富', 'PChome', '7-11', '全聯', 'momo', '家樂福', '東森購物']",,https://eatender.firdi.org.tw/product/detail?id=10496
順天本草福圓棗茶,順天本草股份有限公司,飲品,"['東森購物', 'YAHOO超級商城', 'PCHOME線上購物', 'MOMO購物網']",,https://eatender.firdi.org.tw/product/detail?id=13237
超秦肉品就是嫩雞(經典原味),超秦企業股份有限公司,主菜,['綠野農莊體驗館'],,https://eatender.firdi.org.tw/product/detail?id=13682
林鳳營簡單點優酪乳無加糖,味全食品工業股份有限公司,飲品,,,https://eatender.firdi.org.tw/product/detail?id=10491
有機山苦瓜茶包,淺草堂,飲品,"['蝦皮商城', '淺草堂']",,https://eatender.firdi.org.tw/product/detail?id=13236
銀耳膳,捌木兒股份有限公司,飲品,"['8more-婦幼展攤位', '8more-各商場臨時櫃位', '8more-瀚克寶寶全台經銷通路', '8more校前門市', '8more八德門市', '8more官網', '8more-芽米寶貝全台經銷通路']",,https://eatender.firdi.org.tw/product/detail?id=13235
飲氧品,城繐股份有限公司,飲品,"['美人語官方商城', '東森購物', 'udn買東西', 'momo購物']",,https://eatender.firdi.org.tw/product/detail?id=13234
黑寶食,城繐股份有限公司,飲品,"['東森購物', '美人語官方商城']",,https://eatender.firdi.org.tw/product/detail?id=13232
紅寶食,城繐股份有限公司,飲品,"['東森購物', '美人語官方商城']",,https://eatender.firdi.org.tw/product/detail?id=13233
